,Edad,Fecha,Total vacunados
11011,105,2021-04-06,1.0
11012,106,2021-04-06,0.0
11013,107,2021-04-06,1.0
11014,108,2021-04-06,0.0
11015,109,2021-04-06,0.0
11016,110,2021-04-06,0.0
11017,111,2021-04-06,0.0
11018,112,2021-04-06,0.0
11019,116,2021-04-06,0.0
11020,120,2021-04-06,0.0
11021,121,2021-04-06,0.0
11022,124,2021-04-06,0.0
11023,221,2021-04-06,0.0
11024,12,2021-04-07,0.0
11025,13,2021-04-07,0.0
11026,14,2021-04-07,1.0
11027,15,2021-04-07,0.0
11028,16,2021-04-07,293.0
11029,17,2021-04-07,331.0
11030,18,2021-04-07,628.0
11031,19,2021-04-07,790.0
11032,20,2021-04-07,948.0
11033,21,2021-04-07,1092.0
11034,22,2021-04-07,1283.0
11035,23,2021-04-07,1374.0
11036,24,2021-04-07,1575.0
11037,25,2021-04-07,1606.0
11038,26,2021-04-07,1778.0
11039,27,2021-04-07,1818.0
11040,28,2021-04-07,1717.0
11041,29,2021-04-07,1814.0
11042,30,2021-04-07,1825.0
11043,31,2021-04-07,1974.0
11044,32,2021-04-07,1887.0
11045,33,2021-04-07,1858.0
11046,34,2021-04-07,1758.0
11047,35,2021-04-07,1776.0
11048,36,2021-04-07,1706.0
11049,37,2021-04-07,1668.0
11050,38,2021-04-07,1759.0
11051,39,2021-04-07,1753.0
11052,40,2021-04-07,1698.0
11053,41,2021-04-07,1681.0
11054,42,2021-04-07,1569.0
11055,43,2021-04-07,1633.0
11056,44,2021-04-07,1668.0
11057,45,2021-04-07,1801.0
11058,46,2021-04-07,2454.0
11059,47,2021-04-07,2458.0
11060,48,2021-04-07,2733.0
11061,49,2021-04-07,4176.0
11062,50,2021-04-07,35353.0
11063,51,2021-04-07,8426.0
11064,52,2021-04-07,5506.0
11065,53,2021-04-07,6639.0
11066,54,2021-04-07,23765.0
11067,55,2021-04-07,26438.0
11068,56,2021-04-07,11134.0
11069,57,2021-04-07,10618.0
11070,58,2021-04-07,8484.0
11071,59,2021-04-07,7904.0
11072,60,2021-04-07,6262.0
11073,61,2021-04-07,4422.0
11074,62,2021-04-07,3593.0
11075,63,2021-04-07,3067.0
11076,64,2021-04-07,2558.0
11077,65,2021-04-07,1397.0
11078,66,2021-04-07,1151.0
11079,67,2021-04-07,977.0
11080,68,2021-04-07,903.0
11081,69,2021-04-07,815.0
11082,70,2021-04-07,706.0
11083,71,2021-04-07,589.0
11084,72,2021-04-07,585.0
11085,73,2021-04-07,483.0
11086,74,2021-04-07,469.0
11087,75,2021-04-07,420.0
11088,76,2021-04-07,430.0
11089,77,2021-04-07,367.0
11090,78,2021-04-07,376.0
11091,79,2021-04-07,293.0
11092,80,2021-04-07,280.0
11093,81,2021-04-07,254.0
11094,82,2021-04-07,204.0
11095,83,2021-04-07,200.0
11096,84,2021-04-07,195.0
11097,85,2021-04-07,191.0
11098,86,2021-04-07,168.0
11099,87,2021-04-07,159.0
11100,88,2021-04-07,113.0
11101,89,2021-04-07,116.0
11102,90,2021-04-07,94.0
11103,91,2021-04-07,68.0
11104,92,2021-04-07,72.0
11105,93,2021-04-07,55.0
11106,94,2021-04-07,39.0
11107,95,2021-04-07,33.0
11108,96,2021-04-07,27.0
11109,97,2021-04-07,13.0
11110,98,2021-04-07,10.0
11111,99,2021-04-07,5.0
11112,100,2021-04-07,3.0
11113,101,2021-04-07,3.0
11114,102,2021-04-07,1.0
11115,103,2021-04-07,2.0
11116,104,2021-04-07,1.0
11117,105,2021-04-07,3.0
11118,106,2021-04-07,0.0
11119,107,2021-04-07,1.0
11120,108,2021-04-07,0.0
11121,109,2021-04-07,0.0
11122,110,2021-04-07,0.0
11123,111,2021-04-07,0.0
11124,112,2021-04-07,0.0
11125,116,2021-04-07,0.0
11126,120,2021-04-07,0.0
11127,121,2021-04-07,0.0
11128,124,2021-04-07,0.0
11129,221,2021-04-07,0.0
11130,12,2021-04-08,0.0
11131,13,2021-04-08,0.0
11132,14,2021-04-08,0.0
11133,15,2021-04-08,0.0
11134,16,2021-04-08,286.0
11135,17,2021-04-08,307.0
11136,18,2021-04-08,667.0
11137,19,2021-04-08,917.0
11138,20,2021-04-08,1143.0
11139,21,2021-04-08,1288.0
11140,22,2021-04-08,1392.0
11141,23,2021-04-08,1600.0
11142,24,2021-04-08,1664.0
11143,25,2021-04-08,1637.0
11144,26,2021-04-08,1755.0
11145,27,2021-04-08,1797.0
11146,28,2021-04-08,1810.0
11147,29,2021-04-08,1891.0
11148,30,2021-04-08,2010.0
11149,31,2021-04-08,2021.0
11150,32,2021-04-08,1998.0
11151,33,2021-04-08,1895.0
11152,34,2021-04-08,1847.0
11153,35,2021-04-08,1792.0
11154,36,2021-04-08,1729.0
11155,37,2021-04-08,1781.0
11156,38,2021-04-08,1778.0
11157,39,2021-04-08,1862.0
11158,40,2021-04-08,1788.0
11159,41,2021-04-08,1765.0
11160,42,2021-04-08,1744.0
11161,43,2021-04-08,1723.0
11162,44,2021-04-08,1804.0
11163,45,2021-04-08,1958.0
11164,46,2021-04-08,2959.0
11165,47,2021-04-08,3170.0
11166,48,2021-04-08,3485.0
11167,49,2021-04-08,4813.0
11168,50,2021-04-08,23578.0
11169,51,2021-04-08,22157.0
11170,52,2021-04-08,22749.0
11171,53,2021-04-08,24836.0
11172,54,2021-04-08,11562.0
11173,55,2021-04-08,10938.0
11174,56,2021-04-08,8984.0
11175,57,2021-04-08,8365.0
11176,58,2021-04-08,8236.0
11177,59,2021-04-08,7897.0
11178,60,2021-04-08,4982.0
11179,61,2021-04-08,3541.0
11180,62,2021-04-08,2919.0
11181,63,2021-04-08,2612.0
11182,64,2021-04-08,2253.0
11183,65,2021-04-08,1327.0
11184,66,2021-04-08,1002.0
11185,67,2021-04-08,978.0
11186,68,2021-04-08,804.0
11187,69,2021-04-08,719.0
11188,70,2021-04-08,626.0
11189,71,2021-04-08,569.0
11190,72,2021-04-08,529.0
11191,73,2021-04-08,459.0
11192,74,2021-04-08,466.0
11193,75,2021-04-08,445.0
11194,76,2021-04-08,410.0
11195,77,2021-04-08,335.0
11196,78,2021-04-08,360.0
11197,79,2021-04-08,331.0
11198,80,2021-04-08,342.0
11199,81,2021-04-08,270.0
11200,82,2021-04-08,231.0
11201,83,2021-04-08,244.0
11202,84,2021-04-08,207.0
11203,85,2021-04-08,173.0
11204,86,2021-04-08,150.0
11205,87,2021-04-08,143.0
11206,88,2021-04-08,151.0
11207,89,2021-04-08,120.0
11208,90,2021-04-08,104.0
11209,91,2021-04-08,96.0
11210,92,2021-04-08,77.0
11211,93,2021-04-08,66.0
11212,94,2021-04-08,43.0
11213,95,2021-04-08,31.0
11214,96,2021-04-08,15.0
11215,97,2021-04-08,18.0
11216,98,2021-04-08,18.0
11217,99,2021-04-08,6.0
11218,100,2021-04-08,9.0
11219,101,2021-04-08,0.0
11220,102,2021-04-08,5.0
11221,103,2021-04-08,2.0
11222,104,2021-04-08,0.0
11223,105,2021-04-08,0.0
11224,106,2021-04-08,0.0
11225,107,2021-04-08,1.0
11226,108,2021-04-08,0.0
11227,109,2021-04-08,0.0
11228,110,2021-04-08,0.0
11229,111,2021-04-08,0.0
11230,112,2021-04-08,0.0
11231,116,2021-04-08,0.0
11232,120,2021-04-08,0.0
11233,121,2021-04-08,1.0
11234,124,2021-04-08,0.0
11235,221,2021-04-08,0.0
11236,12,2021-04-09,0.0
11237,13,2021-04-09,0.0
11238,14,2021-04-09,0.0
11239,15,2021-04-09,1.0
11240,16,2021-04-09,261.0
11241,17,2021-04-09,321.0
11242,18,2021-04-09,769.0
11243,19,2021-04-09,1032.0
11244,20,2021-04-09,1167.0
11245,21,2021-04-09,1350.0
11246,22,2021-04-09,1459.0
11247,23,2021-04-09,1529.0
11248,24,2021-04-09,1603.0
11249,25,2021-04-09,1682.0
11250,26,2021-04-09,1711.0
11251,27,2021-04-09,1675.0
11252,28,2021-04-09,1727.0
11253,29,2021-04-09,1832.0
11254,30,2021-04-09,1965.0
11255,31,2021-04-09,2001.0
11256,32,2021-04-09,1991.0
11257,33,2021-04-09,1859.0
11258,34,2021-04-09,1839.0
11259,35,2021-04-09,1804.0
11260,36,2021-04-09,1809.0
11261,37,2021-04-09,1803.0
11262,38,2021-04-09,1775.0
11263,39,2021-04-09,1891.0
11264,40,2021-04-09,1874.0
11265,41,2021-04-09,1820.0
11266,42,2021-04-09,1852.0
11267,43,2021-04-09,1869.0
11268,44,2021-04-09,1895.0
11269,45,2021-04-09,2760.0
11270,46,2021-04-09,12249.0
11271,47,2021-04-09,13407.0
11272,48,2021-04-09,14707.0
11273,49,2021-04-09,16338.0
11274,50,2021-04-09,11534.0
11275,51,2021-04-09,10227.0
11276,52,2021-04-09,9131.0
11277,53,2021-04-09,9510.0
11278,54,2021-04-09,8131.0
11279,55,2021-04-09,8204.0
11280,56,2021-04-09,7941.0
11281,57,2021-04-09,7681.0
11282,58,2021-04-09,7006.0
11283,59,2021-04-09,6686.0
11284,60,2021-04-09,4484.0
11285,61,2021-04-09,3448.0
11286,62,2021-04-09,2871.0
11287,63,2021-04-09,2484.0
11288,64,2021-04-09,2236.0
11289,65,2021-04-09,1247.0
11290,66,2021-04-09,1086.0
11291,67,2021-04-09,964.0
11292,68,2021-04-09,863.0
11293,69,2021-04-09,763.0
11294,70,2021-04-09,584.0
11295,71,2021-04-09,563.0
11296,72,2021-04-09,530.0
11297,73,2021-04-09,515.0
11298,74,2021-04-09,454.0
11299,75,2021-04-09,396.0
11300,76,2021-04-09,396.0
11301,77,2021-04-09,352.0
11302,78,2021-04-09,376.0
11303,79,2021-04-09,297.0
11304,80,2021-04-09,284.0
11305,81,2021-04-09,302.0
11306,82,2021-04-09,229.0
11307,83,2021-04-09,199.0
11308,84,2021-04-09,188.0
11309,85,2021-04-09,174.0
11310,86,2021-04-09,155.0
11311,87,2021-04-09,150.0
11312,88,2021-04-09,151.0
11313,89,2021-04-09,120.0
11314,90,2021-04-09,106.0
11315,91,2021-04-09,79.0
11316,92,2021-04-09,61.0
11317,93,2021-04-09,60.0
11318,94,2021-04-09,29.0
11319,95,2021-04-09,25.0
11320,96,2021-04-09,36.0
11321,97,2021-04-09,17.0
11322,98,2021-04-09,8.0
11323,99,2021-04-09,8.0
11324,100,2021-04-09,6.0
11325,101,2021-04-09,1.0
11326,102,2021-04-09,1.0
11327,103,2021-04-09,0.0
11328,104,2021-04-09,3.0
11329,105,2021-04-09,1.0
11330,106,2021-04-09,0.0
11331,107,2021-04-09,0.0
11332,108,2021-04-09,0.0
11333,109,2021-04-09,0.0
11334,110,2021-04-09,0.0
11335,111,2021-04-09,0.0
11336,112,2021-04-09,0.0
11337,116,2021-04-09,0.0
11338,120,2021-04-09,0.0
11339,121,2021-04-09,0.0
11340,124,2021-04-09,0.0
11341,221,2021-04-09,0.0
11342,12,2021-04-10,0.0
11343,13,2021-04-10,0.0
11344,14,2021-04-10,0.0
11345,15,2021-04-10,0.0
11346,16,2021-04-10,53.0
11347,17,2021-04-10,47.0
11348,18,2021-04-10,138.0
11349,19,2021-04-10,135.0
11350,20,2021-04-10,149.0
11351,21,2021-04-10,164.0
11352,22,2021-04-10,192.0
11353,23,2021-04-10,206.0
11354,24,2021-04-10,185.0
11355,25,2021-04-10,217.0
11356,26,2021-04-10,223.0
11357,27,2021-04-10,222.0
11358,28,2021-04-10,258.0
11359,29,2021-04-10,244.0
11360,30,2021-04-10,233.0
11361,31,2021-04-10,274.0
11362,32,2021-04-10,297.0
11363,33,2021-04-10,241.0
11364,34,2021-04-10,216.0
11365,35,2021-04-10,252.0
11366,36,2021-04-10,228.0
11367,37,2021-04-10,213.0
11368,38,2021-04-10,256.0
11369,39,2021-04-10,240.0
11370,40,2021-04-10,232.0
11371,41,2021-04-10,259.0
11372,42,2021-04-10,268.0
11373,43,2021-04-10,258.0
11374,44,2021-04-10,255.0
11375,45,2021-04-10,338.0
11376,46,2021-04-10,679.0
11377,47,2021-04-10,803.0
11378,48,2021-04-10,831.0
11379,49,2021-04-10,1010.0
11380,50,2021-04-10,1618.0
11381,51,2021-04-10,1418.0
11382,52,2021-04-10,1196.0
11383,53,2021-04-10,1195.0
11384,54,2021-04-10,1235.0
11385,55,2021-04-10,1185.0
11386,56,2021-04-10,1161.0
11387,57,2021-04-10,1129.0
11388,58,2021-04-10,1153.0
11389,59,2021-04-10,1104.0
11390,60,2021-04-10,746.0
11391,61,2021-04-10,550.0
11392,62,2021-04-10,485.0
11393,63,2021-04-10,404.0
11394,64,2021-04-10,299.0
11395,65,2021-04-10,161.0
11396,66,2021-04-10,141.0
11397,67,2021-04-10,106.0
11398,68,2021-04-10,94.0
11399,69,2021-04-10,84.0
11400,70,2021-04-10,84.0
11401,71,2021-04-10,62.0
11402,72,2021-04-10,46.0
11403,73,2021-04-10,59.0
11404,74,2021-04-10,38.0
11405,75,2021-04-10,37.0
11406,76,2021-04-10,44.0
11407,77,2021-04-10,38.0
11408,78,2021-04-10,36.0
11409,79,2021-04-10,32.0
11410,80,2021-04-10,41.0
11411,81,2021-04-10,23.0
11412,82,2021-04-10,26.0
11413,83,2021-04-10,26.0
11414,84,2021-04-10,20.0
11415,85,2021-04-10,27.0
11416,86,2021-04-10,14.0
11417,87,2021-04-10,19.0
11418,88,2021-04-10,16.0
11419,89,2021-04-10,16.0
11420,90,2021-04-10,10.0
11421,91,2021-04-10,11.0
11422,92,2021-04-10,5.0
11423,93,2021-04-10,3.0
11424,94,2021-04-10,4.0
11425,95,2021-04-10,5.0
11426,96,2021-04-10,2.0
11427,97,2021-04-10,1.0
11428,98,2021-04-10,0.0
11429,99,2021-04-10,1.0
11430,100,2021-04-10,2.0
11431,101,2021-04-10,1.0
11432,102,2021-04-10,0.0
11433,103,2021-04-10,0.0
11434,104,2021-04-10,0.0
11435,105,2021-04-10,1.0
11436,106,2021-04-10,0.0
11437,107,2021-04-10,0.0
11438,108,2021-04-10,0.0
11439,109,2021-04-10,0.0
11440,110,2021-04-10,0.0
11441,111,2021-04-10,0.0
11442,112,2021-04-10,0.0
11443,116,2021-04-10,0.0
11444,120,2021-04-10,0.0
11445,121,2021-04-10,0.0
11446,124,2021-04-10,0.0
11447,221,2021-04-10,0.0
11448,12,2021-04-11,0.0
11449,13,2021-04-11,0.0
11450,14,2021-04-11,0.0
11451,15,2021-04-11,0.0
11452,16,2021-04-11,4.0
11453,17,2021-04-11,5.0
11454,18,2021-04-11,20.0
11455,19,2021-04-11,17.0
11456,20,2021-04-11,20.0
11457,21,2021-04-11,15.0
11458,22,2021-04-11,20.0
11459,23,2021-04-11,14.0
11460,24,2021-04-11,19.0
11461,25,2021-04-11,21.0
11462,26,2021-04-11,26.0
11463,27,2021-04-11,30.0
11464,28,2021-04-11,20.0
11465,29,2021-04-11,30.0
11466,30,2021-04-11,31.0
11467,31,2021-04-11,31.0
11468,32,2021-04-11,29.0
11469,33,2021-04-11,25.0
11470,34,2021-04-11,29.0
11471,35,2021-04-11,26.0
11472,36,2021-04-11,33.0
11473,37,2021-04-11,27.0
11474,38,2021-04-11,52.0
11475,39,2021-04-11,35.0
11476,40,2021-04-11,32.0
11477,41,2021-04-11,44.0
11478,42,2021-04-11,30.0
11479,43,2021-04-11,40.0
11480,44,2021-04-11,38.0
11481,45,2021-04-11,53.0
11482,46,2021-04-11,74.0
11483,47,2021-04-11,88.0
11484,48,2021-04-11,94.0
11485,49,2021-04-11,95.0
11486,50,2021-04-11,131.0
11487,51,2021-04-11,97.0
11488,52,2021-04-11,106.0
11489,53,2021-04-11,115.0
11490,54,2021-04-11,93.0
11491,55,2021-04-11,95.0
11492,56,2021-04-11,99.0
11493,57,2021-04-11,94.0
11494,58,2021-04-11,82.0
11495,59,2021-04-11,70.0
11496,60,2021-04-11,67.0
11497,61,2021-04-11,46.0
11498,62,2021-04-11,33.0
11499,63,2021-04-11,30.0
11500,64,2021-04-11,27.0
11501,65,2021-04-11,4.0
11502,66,2021-04-11,5.0
11503,67,2021-04-11,9.0
11504,68,2021-04-11,8.0
11505,69,2021-04-11,6.0
11506,70,2021-04-11,4.0
11507,71,2021-04-11,11.0
11508,72,2021-04-11,7.0
11509,73,2021-04-11,5.0
11510,74,2021-04-11,2.0
11511,75,2021-04-11,3.0
11512,76,2021-04-11,6.0
11513,77,2021-04-11,3.0
11514,78,2021-04-11,2.0
11515,79,2021-04-11,4.0
11516,80,2021-04-11,2.0
11517,81,2021-04-11,3.0
11518,82,2021-04-11,1.0
11519,83,2021-04-11,4.0
11520,84,2021-04-11,0.0
11521,85,2021-04-11,1.0
11522,86,2021-04-11,3.0
11523,87,2021-04-11,2.0
11524,88,2021-04-11,0.0
11525,89,2021-04-11,1.0
11526,90,2021-04-11,1.0
11527,91,2021-04-11,1.0
11528,92,2021-04-11,1.0
11529,93,2021-04-11,1.0
11530,94,2021-04-11,0.0
11531,95,2021-04-11,0.0
11532,96,2021-04-11,1.0
11533,97,2021-04-11,0.0
11534,98,2021-04-11,0.0
11535,99,2021-04-11,0.0
11536,100,2021-04-11,0.0
11537,101,2021-04-11,0.0
11538,102,2021-04-11,0.0
11539,103,2021-04-11,0.0
11540,104,2021-04-11,0.0
11541,105,2021-04-11,0.0
11542,106,2021-04-11,0.0
11543,107,2021-04-11,0.0
11544,108,2021-04-11,0.0
11545,109,2021-04-11,0.0
11546,110,2021-04-11,0.0
11547,111,2021-04-11,0.0
11548,112,2021-04-11,0.0
11549,116,2021-04-11,0.0
11550,120,2021-04-11,0.0
11551,121,2021-04-11,0.0
11552,124,2021-04-11,0.0
11553,221,2021-04-11,0.0
11554,12,2021-04-12,0.0
11555,13,2021-04-12,0.0
11556,14,2021-04-12,0.0
11557,15,2021-04-12,2.0
11558,16,2021-04-12,336.0
11559,17,2021-04-12,332.0
11560,18,2021-04-12,789.0
11561,19,2021-04-12,920.0
11562,20,2021-04-12,1108.0
11563,21,2021-04-12,1241.0
11564,22,2021-04-12,1410.0
11565,23,2021-04-12,1482.0
11566,24,2021-04-12,1622.0
11567,25,2021-04-12,1683.0
11568,26,2021-04-12,1788.0
11569,27,2021-04-12,1795.0
11570,28,2021-04-12,1862.0
11571,29,2021-04-12,1957.0
11572,30,2021-04-12,2108.0
11573,31,2021-04-12,2116.0
11574,32,2021-04-12,2246.0
11575,33,2021-04-12,2196.0
11576,34,2021-04-12,2125.0
11577,35,2021-04-12,2158.0
11578,36,2021-04-12,2220.0
11579,37,2021-04-12,2302.0
11580,38,2021-04-12,2541.0
11581,39,2021-04-12,2726.0
11582,40,2021-04-12,2758.0
11583,41,2021-04-12,3250.0
11584,42,2021-04-12,10197.0
11585,43,2021-04-12,10713.0
11586,44,2021-04-12,12017.0
11587,45,2021-04-12,13154.0
11588,46,2021-04-12,6272.0
11589,47,2021-04-12,6425.0
11590,48,2021-04-12,8885.0
11591,49,2021-04-12,30617.0
11592,50,2021-04-12,8285.0
11593,51,2021-04-12,7079.0
11594,52,2021-04-12,6797.0
11595,53,2021-04-12,6980.0
11596,54,2021-04-12,6613.0
11597,55,2021-04-12,6572.0
11598,56,2021-04-12,6264.0
11599,57,2021-04-12,6105.0
11600,58,2021-04-12,6089.0
11601,59,2021-04-12,5652.0
11602,60,2021-04-12,4055.0
11603,61,2021-04-12,2979.0
11604,62,2021-04-12,2628.0
11605,63,2021-04-12,2450.0
11606,64,2021-04-12,2033.0
11607,65,2021-04-12,1308.0
11608,66,2021-04-12,1072.0
11609,67,2021-04-12,910.0
11610,68,2021-04-12,812.0
11611,69,2021-04-12,656.0
11612,70,2021-04-12,603.0
11613,71,2021-04-12,534.0
11614,72,2021-04-12,527.0
11615,73,2021-04-12,496.0
11616,74,2021-04-12,475.0
11617,75,2021-04-12,392.0
11618,76,2021-04-12,383.0
11619,77,2021-04-12,329.0
11620,78,2021-04-12,323.0
11621,79,2021-04-12,286.0
11622,80,2021-04-12,282.0
11623,81,2021-04-12,217.0
11624,82,2021-04-12,203.0
11625,83,2021-04-12,167.0
11626,84,2021-04-12,167.0
11627,85,2021-04-12,161.0
11628,86,2021-04-12,114.0
11629,87,2021-04-12,112.0
11630,88,2021-04-12,133.0
11631,89,2021-04-12,87.0
11632,90,2021-04-12,89.0
11633,91,2021-04-12,53.0
11634,92,2021-04-12,54.0
11635,93,2021-04-12,36.0
11636,94,2021-04-12,25.0
11637,95,2021-04-12,32.0
11638,96,2021-04-12,23.0
11639,97,2021-04-12,12.0
11640,98,2021-04-12,12.0
11641,99,2021-04-12,7.0
11642,100,2021-04-12,3.0
11643,101,2021-04-12,4.0
11644,102,2021-04-12,3.0
11645,103,2021-04-12,2.0
11646,104,2021-04-12,0.0
11647,105,2021-04-12,0.0
11648,106,2021-04-12,0.0
11649,107,2021-04-12,0.0
11650,108,2021-04-12,0.0
11651,109,2021-04-12,0.0
11652,110,2021-04-12,0.0
11653,111,2021-04-12,0.0
11654,112,2021-04-12,0.0
11655,116,2021-04-12,0.0
11656,120,2021-04-12,0.0
11657,121,2021-04-12,0.0
11658,124,2021-04-12,0.0
11659,221,2021-04-12,0.0
11660,12,2021-04-13,0.0
11661,13,2021-04-13,0.0
11662,14,2021-04-13,0.0
11663,15,2021-04-13,2.0
11664,16,2021-04-13,452.0
11665,17,2021-04-13,494.0
11666,18,2021-04-13,1003.0
11667,19,2021-04-13,1124.0
11668,20,2021-04-13,1341.0
11669,21,2021-04-13,1472.0
11670,22,2021-04-13,1588.0
11671,23,2021-04-13,1823.0
11672,24,2021-04-13,1891.0
11673,25,2021-04-13,1904.0
11674,26,2021-04-13,2101.0
11675,27,2021-04-13,2193.0
11676,28,2021-04-13,2223.0
11677,29,2021-04-13,2364.0
11678,30,2021-04-13,2672.0
11679,31,2021-04-13,2874.0
11680,32,2021-04-13,2837.0
11681,33,2021-04-13,2641.0
11682,34,2021-04-13,2747.0
11683,35,2021-04-13,3024.0
11684,36,2021-04-13,7473.0
11685,37,2021-04-13,8112.0
11686,38,2021-04-13,8938.0
11687,39,2021-04-13,9954.0
11688,40,2021-04-13,10130.0
11689,41,2021-04-13,10619.0
11690,42,2021-04-13,5289.0
11691,43,2021-04-13,5310.0
11692,44,2021-04-13,5277.0
11693,45,2021-04-13,5743.0
11694,46,2021-04-13,4784.0
11695,47,2021-04-13,5259.0
11696,48,2021-04-13,8904.0
11697,49,2021-04-13,24210.0
11698,50,2021-04-13,6614.0
11699,51,2021-04-13,5865.0
11700,52,2021-04-13,5488.0
11701,53,2021-04-13,5838.0
11702,54,2021-04-13,5500.0
11703,55,2021-04-13,5513.0
11704,56,2021-04-13,5357.0
11705,57,2021-04-13,5004.0
11706,58,2021-04-13,5049.0
11707,59,2021-04-13,4650.0
11708,60,2021-04-13,3172.0
11709,61,2021-04-13,2592.0
11710,62,2021-04-13,2221.0
11711,63,2021-04-13,1962.0
11712,64,2021-04-13,1814.0
11713,65,2021-04-13,1077.0
11714,66,2021-04-13,950.0
11715,67,2021-04-13,813.0
11716,68,2021-04-13,756.0
11717,69,2021-04-13,660.0
11718,70,2021-04-13,577.0
11719,71,2021-04-13,476.0
11720,72,2021-04-13,456.0
11721,73,2021-04-13,411.0
11722,74,2021-04-13,386.0
11723,75,2021-04-13,369.0
11724,76,2021-04-13,320.0
11725,77,2021-04-13,307.0
11726,78,2021-04-13,307.0
11727,79,2021-04-13,246.0
11728,80,2021-04-13,232.0
11729,81,2021-04-13,213.0
11730,82,2021-04-13,175.0
11731,83,2021-04-13,187.0
11732,84,2021-04-13,137.0
11733,85,2021-04-13,134.0
11734,86,2021-04-13,113.0
11735,87,2021-04-13,110.0
11736,88,2021-04-13,96.0
11737,89,2021-04-13,78.0
11738,90,2021-04-13,81.0
11739,91,2021-04-13,59.0
11740,92,2021-04-13,46.0
11741,93,2021-04-13,37.0
11742,94,2021-04-13,38.0
11743,95,2021-04-13,27.0
11744,96,2021-04-13,19.0
11745,97,2021-04-13,13.0
11746,98,2021-04-13,14.0
11747,99,2021-04-13,4.0
11748,100,2021-04-13,3.0
11749,101,2021-04-13,5.0
11750,102,2021-04-13,1.0
11751,103,2021-04-13,1.0
11752,104,2021-04-13,0.0
11753,105,2021-04-13,1.0
11754,106,2021-04-13,0.0
11755,107,2021-04-13,0.0
11756,108,2021-04-13,1.0
11757,109,2021-04-13,0.0
11758,110,2021-04-13,0.0
11759,111,2021-04-13,0.0
11760,112,2021-04-13,0.0
11761,116,2021-04-13,0.0
11762,120,2021-04-13,0.0
11763,121,2021-04-13,0.0
11764,124,2021-04-13,0.0
11765,221,2021-04-13,0.0
11766,12,2021-04-14,0.0
11767,13,2021-04-14,0.0
11768,14,2021-04-14,0.0
11769,15,2021-04-14,0.0
11770,16,2021-04-14,576.0
11771,17,2021-04-14,611.0
11772,18,2021-04-14,994.0
11773,19,2021-04-14,1130.0
11774,20,2021-04-14,1232.0
11775,21,2021-04-14,1488.0
11776,22,2021-04-14,1796.0
11777,23,2021-04-14,1955.0
11778,24,2021-04-14,2061.0
11779,25,2021-04-14,2160.0
11780,26,2021-04-14,2298.0
11781,27,2021-04-14,2352.0
11782,28,2021-04-14,2515.0
11783,29,2021-04-14,2795.0
11784,30,2021-04-14,7062.0
11785,31,2021-04-14,7398.0
11786,32,2021-04-14,7767.0
11787,33,2021-04-14,7761.0
11788,34,2021-04-14,7988.0
11789,35,2021-04-14,7973.0
11790,36,2021-04-14,4138.0
11791,37,2021-04-14,4078.0
11792,38,2021-04-14,4446.0
11793,39,2021-04-14,4567.0
11794,40,2021-04-14,4618.0
11795,41,2021-04-14,4682.0
11796,42,2021-04-14,4214.0
11797,43,2021-04-14,4134.0
11798,44,2021-04-14,4360.0
11799,45,2021-04-14,4565.0
11800,46,2021-04-14,4254.0
11801,47,2021-04-14,5792.0
11802,48,2021-04-14,32252.0
11803,49,2021-04-14,9413.0
11804,50,2021-04-14,5352.0
11805,51,2021-04-14,4702.0
11806,52,2021-04-14,4498.0
11807,53,2021-04-14,4646.0
11808,54,2021-04-14,4391.0
11809,55,2021-04-14,4533.0
11810,56,2021-04-14,4359.0
11811,57,2021-04-14,4171.0
11812,58,2021-04-14,4069.0
11813,59,2021-04-14,3716.0
11814,60,2021-04-14,2934.0
11815,61,2021-04-14,2279.0
11816,62,2021-04-14,1952.0
11817,63,2021-04-14,1766.0
11818,64,2021-04-14,1521.0
11819,65,2021-04-14,975.0
11820,66,2021-04-14,811.0
11821,67,2021-04-14,751.0
11822,68,2021-04-14,685.0
11823,69,2021-04-14,631.0
11824,70,2021-04-14,549.0
11825,71,2021-04-14,469.0
11826,72,2021-04-14,421.0
11827,73,2021-04-14,376.0
11828,74,2021-04-14,339.0
11829,75,2021-04-14,309.0
11830,76,2021-04-14,306.0
11831,77,2021-04-14,278.0
11832,78,2021-04-14,294.0
11833,79,2021-04-14,277.0
11834,80,2021-04-14,249.0
11835,81,2021-04-14,193.0
11836,82,2021-04-14,180.0
11837,83,2021-04-14,159.0
11838,84,2021-04-14,148.0
11839,85,2021-04-14,128.0
11840,86,2021-04-14,127.0
11841,87,2021-04-14,92.0
11842,88,2021-04-14,103.0
11843,89,2021-04-14,59.0
11844,90,2021-04-14,69.0
11845,91,2021-04-14,58.0
11846,92,2021-04-14,51.0
11847,93,2021-04-14,36.0
11848,94,2021-04-14,28.0
11849,95,2021-04-14,13.0
11850,96,2021-04-14,21.0
11851,97,2021-04-14,6.0
11852,98,2021-04-14,12.0
11853,99,2021-04-14,3.0
11854,100,2021-04-14,4.0
11855,101,2021-04-14,0.0
11856,102,2021-04-14,1.0
11857,103,2021-04-14,1.0
11858,104,2021-04-14,0.0
11859,105,2021-04-14,0.0
11860,106,2021-04-14,0.0
11861,107,2021-04-14,0.0
11862,108,2021-04-14,1.0
11863,109,2021-04-14,0.0
11864,110,2021-04-14,0.0
11865,111,2021-04-14,0.0
