,Edad,Fecha,Total vacunados
3364,90,2021-01-24,0.0
3365,91,2021-01-24,0.0
3366,92,2021-01-24,0.0
3367,93,2021-01-24,0.0
3368,94,2021-01-24,0.0
3369,95,2021-01-24,0.0
3370,96,2021-01-24,0.0
3371,97,2021-01-24,0.0
3372,98,2021-01-24,0.0
3373,99,2021-01-24,0.0
3374,100,2021-01-24,0.0
3375,101,2021-01-24,0.0
3376,102,2021-01-24,0.0
3377,103,2021-01-24,0.0
3378,104,2021-01-24,0.0
3379,105,2021-01-24,0.0
3380,106,2021-01-24,0.0
3381,107,2021-01-24,0.0
3382,108,2021-01-24,0.0
3383,109,2021-01-24,0.0
3384,110,2021-01-24,0.0
3385,111,2021-01-24,0.0
3386,112,2021-01-24,0.0
3387,116,2021-01-24,0.0
3388,120,2021-01-24,0.0
3389,121,2021-01-24,0.0
3390,124,2021-01-24,0.0
3391,221,2021-01-24,0.0
3392,12,2021-01-25,0.0
3393,13,2021-01-25,0.0
3394,14,2021-01-25,0.0
3395,15,2021-01-25,0.0
3396,16,2021-01-25,0.0
3397,17,2021-01-25,0.0
3398,18,2021-01-25,1.0
3399,19,2021-01-25,1.0
3400,20,2021-01-25,5.0
3401,21,2021-01-25,9.0
3402,22,2021-01-25,11.0
3403,23,2021-01-25,20.0
3404,24,2021-01-25,44.0
3405,25,2021-01-25,62.0
3406,26,2021-01-25,62.0
3407,27,2021-01-25,57.0
3408,28,2021-01-25,82.0
3409,29,2021-01-25,82.0
3410,30,2021-01-25,100.0
3411,31,2021-01-25,87.0
3412,32,2021-01-25,84.0
3413,33,2021-01-25,52.0
3414,34,2021-01-25,58.0
3415,35,2021-01-25,58.0
3416,36,2021-01-25,54.0
3417,37,2021-01-25,45.0
3418,38,2021-01-25,37.0
3419,39,2021-01-25,30.0
3420,40,2021-01-25,32.0
3421,41,2021-01-25,33.0
3422,42,2021-01-25,21.0
3423,43,2021-01-25,25.0
3424,44,2021-01-25,23.0
3425,45,2021-01-25,20.0
3426,46,2021-01-25,19.0
3427,47,2021-01-25,19.0
3428,48,2021-01-25,15.0
3429,49,2021-01-25,15.0
3430,50,2021-01-25,14.0
3431,51,2021-01-25,18.0
3432,52,2021-01-25,9.0
3433,53,2021-01-25,13.0
3434,54,2021-01-25,11.0
3435,55,2021-01-25,18.0
3436,56,2021-01-25,7.0
3437,57,2021-01-25,12.0
3438,58,2021-01-25,12.0
3439,59,2021-01-25,15.0
3440,60,2021-01-25,7.0
3441,61,2021-01-25,4.0
3442,62,2021-01-25,2.0
3443,63,2021-01-25,5.0
3444,64,2021-01-25,4.0
3445,65,2021-01-25,0.0
3446,66,2021-01-25,1.0
3447,67,2021-01-25,0.0
3448,68,2021-01-25,2.0
3449,69,2021-01-25,2.0
3450,70,2021-01-25,1.0
3451,71,2021-01-25,0.0
3452,72,2021-01-25,0.0
3453,73,2021-01-25,0.0
3454,74,2021-01-25,0.0
3455,75,2021-01-25,0.0
3456,76,2021-01-25,0.0
3457,77,2021-01-25,0.0
3458,78,2021-01-25,0.0
3459,79,2021-01-25,0.0
3460,80,2021-01-25,0.0
3461,81,2021-01-25,0.0
3462,82,2021-01-25,0.0
3463,83,2021-01-25,0.0
3464,84,2021-01-25,0.0
3465,85,2021-01-25,0.0
3466,86,2021-01-25,0.0
3467,87,2021-01-25,0.0
3468,88,2021-01-25,0.0
3469,89,2021-01-25,0.0
3470,90,2021-01-25,0.0
3471,91,2021-01-25,0.0
3472,92,2021-01-25,0.0
3473,93,2021-01-25,0.0
3474,94,2021-01-25,0.0
3475,95,2021-01-25,0.0
3476,96,2021-01-25,0.0
3477,97,2021-01-25,0.0
3478,98,2021-01-25,0.0
3479,99,2021-01-25,0.0
3480,100,2021-01-25,0.0
3481,101,2021-01-25,0.0
3482,102,2021-01-25,0.0
3483,103,2021-01-25,0.0
3484,104,2021-01-25,0.0
3485,105,2021-01-25,0.0
3486,106,2021-01-25,0.0
3487,107,2021-01-25,0.0
3488,108,2021-01-25,0.0
3489,109,2021-01-25,0.0
3490,110,2021-01-25,0.0
3491,111,2021-01-25,0.0
3492,112,2021-01-25,0.0
3493,116,2021-01-25,0.0
3494,120,2021-01-25,0.0
3495,121,2021-01-25,0.0
3496,124,2021-01-25,0.0
3497,221,2021-01-25,0.0
3498,12,2021-01-26,0.0
3499,13,2021-01-26,0.0
3500,14,2021-01-26,0.0
3501,15,2021-01-26,0.0
3502,16,2021-01-26,0.0
3503,17,2021-01-26,0.0
3504,18,2021-01-26,1.0
3505,19,2021-01-26,1.0
3506,20,2021-01-26,1.0
3507,21,2021-01-26,0.0
3508,22,2021-01-26,8.0
3509,23,2021-01-26,14.0
3510,24,2021-01-26,21.0
3511,25,2021-01-26,22.0
3512,26,2021-01-26,24.0
3513,27,2021-01-26,20.0
3514,28,2021-01-26,39.0
3515,29,2021-01-26,35.0
3516,30,2021-01-26,34.0
3517,31,2021-01-26,31.0
3518,32,2021-01-26,30.0
3519,33,2021-01-26,26.0
3520,34,2021-01-26,27.0
3521,35,2021-01-26,15.0
3522,36,2021-01-26,19.0
3523,37,2021-01-26,13.0
3524,38,2021-01-26,19.0
3525,39,2021-01-26,17.0
3526,40,2021-01-26,16.0
3527,41,2021-01-26,19.0
3528,42,2021-01-26,12.0
3529,43,2021-01-26,14.0
3530,44,2021-01-26,8.0
3531,45,2021-01-26,13.0
3532,46,2021-01-26,8.0
3533,47,2021-01-26,9.0
3534,48,2021-01-26,5.0
3535,49,2021-01-26,6.0
3536,50,2021-01-26,7.0
3537,51,2021-01-26,12.0
3538,52,2021-01-26,11.0
3539,53,2021-01-26,6.0
3540,54,2021-01-26,9.0
3541,55,2021-01-26,3.0
3542,56,2021-01-26,5.0
3543,57,2021-01-26,5.0
3544,58,2021-01-26,8.0
3545,59,2021-01-26,6.0
3546,60,2021-01-26,2.0
3547,61,2021-01-26,1.0
3548,62,2021-01-26,1.0
3549,63,2021-01-26,4.0
3550,64,2021-01-26,1.0
3551,65,2021-01-26,1.0
3552,66,2021-01-26,1.0
3553,67,2021-01-26,0.0
3554,68,2021-01-26,1.0
3555,69,2021-01-26,1.0
3556,70,2021-01-26,1.0
3557,71,2021-01-26,0.0
3558,72,2021-01-26,0.0
3559,73,2021-01-26,1.0
3560,74,2021-01-26,0.0
3561,75,2021-01-26,1.0
3562,76,2021-01-26,0.0
3563,77,2021-01-26,0.0
3564,78,2021-01-26,0.0
3565,79,2021-01-26,0.0
3566,80,2021-01-26,0.0
3567,81,2021-01-26,0.0
3568,82,2021-01-26,1.0
3569,83,2021-01-26,0.0
3570,84,2021-01-26,0.0
3571,85,2021-01-26,0.0
3572,86,2021-01-26,0.0
3573,87,2021-01-26,0.0
3574,88,2021-01-26,0.0
3575,89,2021-01-26,0.0
3576,90,2021-01-26,0.0
3577,91,2021-01-26,0.0
3578,92,2021-01-26,0.0
3579,93,2021-01-26,0.0
3580,94,2021-01-26,0.0
3581,95,2021-01-26,0.0
3582,96,2021-01-26,0.0
3583,97,2021-01-26,0.0
3584,98,2021-01-26,0.0
3585,99,2021-01-26,0.0
3586,100,2021-01-26,0.0
3587,101,2021-01-26,0.0
3588,102,2021-01-26,0.0
3589,103,2021-01-26,0.0
3590,104,2021-01-26,0.0
3591,105,2021-01-26,0.0
3592,106,2021-01-26,0.0
3593,107,2021-01-26,0.0
3594,108,2021-01-26,0.0
3595,109,2021-01-26,0.0
3596,110,2021-01-26,0.0
3597,111,2021-01-26,0.0
3598,112,2021-01-26,0.0
3599,116,2021-01-26,0.0
3600,120,2021-01-26,0.0
3601,121,2021-01-26,0.0
3602,124,2021-01-26,0.0
3603,221,2021-01-26,0.0
3604,12,2021-01-27,0.0
3605,13,2021-01-27,0.0
3606,14,2021-01-27,0.0
3607,15,2021-01-27,0.0
3608,16,2021-01-27,0.0
3609,17,2021-01-27,0.0
3610,18,2021-01-27,0.0
3611,19,2021-01-27,0.0
3612,20,2021-01-27,0.0
3613,21,2021-01-27,0.0
3614,22,2021-01-27,1.0
3615,23,2021-01-27,0.0
3616,24,2021-01-27,0.0
3617,25,2021-01-27,1.0
3618,26,2021-01-27,2.0
3619,27,2021-01-27,1.0
3620,28,2021-01-27,3.0
3621,29,2021-01-27,2.0
3622,30,2021-01-27,2.0
3623,31,2021-01-27,3.0
3624,32,2021-01-27,3.0
3625,33,2021-01-27,3.0
3626,34,2021-01-27,1.0
3627,35,2021-01-27,0.0
3628,36,2021-01-27,2.0
3629,37,2021-01-27,2.0
3630,38,2021-01-27,1.0
3631,39,2021-01-27,0.0
3632,40,2021-01-27,0.0
3633,41,2021-01-27,0.0
3634,42,2021-01-27,0.0
3635,43,2021-01-27,0.0
3636,44,2021-01-27,1.0
3637,45,2021-01-27,2.0
3638,46,2021-01-27,0.0
3639,47,2021-01-27,0.0
3640,48,2021-01-27,1.0
3641,49,2021-01-27,2.0
3642,50,2021-01-27,0.0
3643,51,2021-01-27,0.0
3644,52,2021-01-27,0.0
3645,53,2021-01-27,0.0
3646,54,2021-01-27,0.0
3647,55,2021-01-27,0.0
3648,56,2021-01-27,0.0
3649,57,2021-01-27,0.0
3650,58,2021-01-27,0.0
3651,59,2021-01-27,0.0
3652,60,2021-01-27,0.0
3653,61,2021-01-27,0.0
3654,62,2021-01-27,0.0
3655,63,2021-01-27,0.0
3656,64,2021-01-27,1.0
3657,65,2021-01-27,0.0
3658,66,2021-01-27,0.0
3659,67,2021-01-27,0.0
3660,68,2021-01-27,0.0
3661,69,2021-01-27,0.0
3662,70,2021-01-27,1.0
3663,71,2021-01-27,0.0
3664,72,2021-01-27,0.0
3665,73,2021-01-27,0.0
3666,74,2021-01-27,0.0
3667,75,2021-01-27,0.0
3668,76,2021-01-27,0.0
3669,77,2021-01-27,0.0
3670,78,2021-01-27,0.0
3671,79,2021-01-27,0.0
3672,80,2021-01-27,0.0
3673,81,2021-01-27,0.0
3674,82,2021-01-27,0.0
3675,83,2021-01-27,0.0
3676,84,2021-01-27,0.0
3677,85,2021-01-27,0.0
3678,86,2021-01-27,0.0
3679,87,2021-01-27,0.0
3680,88,2021-01-27,0.0
3681,89,2021-01-27,0.0
3682,90,2021-01-27,0.0
3683,91,2021-01-27,0.0
3684,92,2021-01-27,0.0
3685,93,2021-01-27,0.0
3686,94,2021-01-27,0.0
3687,95,2021-01-27,0.0
3688,96,2021-01-27,0.0
3689,97,2021-01-27,0.0
3690,98,2021-01-27,0.0
3691,99,2021-01-27,0.0
3692,100,2021-01-27,0.0
3693,101,2021-01-27,0.0
3694,102,2021-01-27,0.0
3695,103,2021-01-27,0.0
3696,104,2021-01-27,0.0
3697,105,2021-01-27,0.0
3698,106,2021-01-27,0.0
3699,107,2021-01-27,0.0
3700,108,2021-01-27,0.0
3701,109,2021-01-27,0.0
3702,110,2021-01-27,0.0
3703,111,2021-01-27,0.0
3704,112,2021-01-27,0.0
3705,116,2021-01-27,0.0
3706,120,2021-01-27,0.0
3707,121,2021-01-27,0.0
3708,124,2021-01-27,0.0
3709,221,2021-01-27,0.0
3710,12,2021-01-28,0.0
3711,13,2021-01-28,0.0
3712,14,2021-01-28,0.0
3713,15,2021-01-28,0.0
3714,16,2021-01-28,0.0
3715,17,2021-01-28,0.0
3716,18,2021-01-28,0.0
3717,19,2021-01-28,0.0
3718,20,2021-01-28,0.0
3719,21,2021-01-28,0.0
3720,22,2021-01-28,0.0
3721,23,2021-01-28,0.0
3722,24,2021-01-28,0.0
3723,25,2021-01-28,0.0
3724,26,2021-01-28,0.0
3725,27,2021-01-28,0.0
3726,28,2021-01-28,0.0
3727,29,2021-01-28,0.0
3728,30,2021-01-28,0.0
3729,31,2021-01-28,0.0
3730,32,2021-01-28,0.0
3731,33,2021-01-28,0.0
3732,34,2021-01-28,0.0
3733,35,2021-01-28,0.0
3734,36,2021-01-28,0.0
3735,37,2021-01-28,0.0
3736,38,2021-01-28,0.0
3737,39,2021-01-28,0.0
3738,40,2021-01-28,0.0
3739,41,2021-01-28,0.0
3740,42,2021-01-28,0.0
3741,43,2021-01-28,0.0
3742,44,2021-01-28,0.0
3743,45,2021-01-28,0.0
3744,46,2021-01-28,0.0
3745,47,2021-01-28,0.0
3746,48,2021-01-28,0.0
3747,49,2021-01-28,0.0
3748,50,2021-01-28,0.0
3749,51,2021-01-28,0.0
3750,52,2021-01-28,0.0
3751,53,2021-01-28,0.0
3752,54,2021-01-28,0.0
3753,55,2021-01-28,0.0
3754,56,2021-01-28,0.0
3755,57,2021-01-28,0.0
3756,58,2021-01-28,0.0
3757,59,2021-01-28,0.0
3758,60,2021-01-28,0.0
3759,61,2021-01-28,0.0
3760,62,2021-01-28,0.0
3761,63,2021-01-28,0.0
3762,64,2021-01-28,0.0
3763,65,2021-01-28,0.0
3764,66,2021-01-28,0.0
3765,67,2021-01-28,0.0
3766,68,2021-01-28,0.0
3767,69,2021-01-28,0.0
3768,70,2021-01-28,0.0
3769,71,2021-01-28,0.0
3770,72,2021-01-28,0.0
3771,73,2021-01-28,0.0
3772,74,2021-01-28,0.0
3773,75,2021-01-28,0.0
3774,76,2021-01-28,0.0
3775,77,2021-01-28,0.0
3776,78,2021-01-28,0.0
3777,79,2021-01-28,0.0
3778,80,2021-01-28,0.0
3779,81,2021-01-28,0.0
3780,82,2021-01-28,0.0
3781,83,2021-01-28,0.0
3782,84,2021-01-28,0.0
3783,85,2021-01-28,0.0
3784,86,2021-01-28,0.0
3785,87,2021-01-28,0.0
3786,88,2021-01-28,0.0
3787,89,2021-01-28,0.0
3788,90,2021-01-28,0.0
3789,91,2021-01-28,0.0
3790,92,2021-01-28,0.0
3791,93,2021-01-28,0.0
3792,94,2021-01-28,0.0
3793,95,2021-01-28,0.0
3794,96,2021-01-28,0.0
3795,97,2021-01-28,0.0
3796,98,2021-01-28,0.0
3797,99,2021-01-28,0.0
3798,100,2021-01-28,0.0
3799,101,2021-01-28,0.0
3800,102,2021-01-28,0.0
3801,103,2021-01-28,0.0
3802,104,2021-01-28,0.0
3803,105,2021-01-28,0.0
3804,106,2021-01-28,0.0
3805,107,2021-01-28,0.0
3806,108,2021-01-28,0.0
3807,109,2021-01-28,0.0
3808,110,2021-01-28,0.0
3809,111,2021-01-28,0.0
3810,112,2021-01-28,0.0
3811,116,2021-01-28,0.0
3812,120,2021-01-28,0.0
3813,121,2021-01-28,0.0
3814,124,2021-01-28,0.0
3815,221,2021-01-28,0.0
3816,12,2021-01-29,0.0
3817,13,2021-01-29,0.0
3818,14,2021-01-29,0.0
3819,15,2021-01-29,0.0
3820,16,2021-01-29,0.0
3821,17,2021-01-29,0.0
3822,18,2021-01-29,0.0
3823,19,2021-01-29,0.0
3824,20,2021-01-29,0.0
3825,21,2021-01-29,0.0
3826,22,2021-01-29,0.0
3827,23,2021-01-29,0.0
3828,24,2021-01-29,0.0
3829,25,2021-01-29,0.0
3830,26,2021-01-29,0.0
3831,27,2021-01-29,0.0
3832,28,2021-01-29,0.0
3833,29,2021-01-29,0.0
3834,30,2021-01-29,0.0
3835,31,2021-01-29,0.0
3836,32,2021-01-29,1.0
3837,33,2021-01-29,0.0
3838,34,2021-01-29,0.0
3839,35,2021-01-29,0.0
3840,36,2021-01-29,0.0
3841,37,2021-01-29,0.0
3842,38,2021-01-29,0.0
3843,39,2021-01-29,0.0
3844,40,2021-01-29,1.0
3845,41,2021-01-29,1.0
3846,42,2021-01-29,0.0
3847,43,2021-01-29,0.0
3848,44,2021-01-29,0.0
3849,45,2021-01-29,0.0
3850,46,2021-01-29,0.0
3851,47,2021-01-29,1.0
3852,48,2021-01-29,0.0
3853,49,2021-01-29,0.0
3854,50,2021-01-29,0.0
3855,51,2021-01-29,0.0
3856,52,2021-01-29,0.0
3857,53,2021-01-29,0.0
3858,54,2021-01-29,0.0
3859,55,2021-01-29,1.0
3860,56,2021-01-29,0.0
3861,57,2021-01-29,0.0
3862,58,2021-01-29,0.0
3863,59,2021-01-29,0.0
3864,60,2021-01-29,0.0
3865,61,2021-01-29,0.0
3866,62,2021-01-29,0.0
3867,63,2021-01-29,0.0
3868,64,2021-01-29,0.0
3869,65,2021-01-29,0.0
3870,66,2021-01-29,0.0
3871,67,2021-01-29,0.0
3872,68,2021-01-29,0.0
3873,69,2021-01-29,0.0
3874,70,2021-01-29,0.0
3875,71,2021-01-29,0.0
3876,72,2021-01-29,0.0
3877,73,2021-01-29,0.0
3878,74,2021-01-29,0.0
3879,75,2021-01-29,0.0
3880,76,2021-01-29,0.0
3881,77,2021-01-29,0.0
3882,78,2021-01-29,0.0
3883,79,2021-01-29,0.0
3884,80,2021-01-29,0.0
3885,81,2021-01-29,0.0
3886,82,2021-01-29,0.0
3887,83,2021-01-29,0.0
3888,84,2021-01-29,0.0
3889,85,2021-01-29,0.0
3890,86,2021-01-29,0.0
3891,87,2021-01-29,0.0
3892,88,2021-01-29,0.0
3893,89,2021-01-29,0.0
3894,90,2021-01-29,0.0
3895,91,2021-01-29,0.0
3896,92,2021-01-29,0.0
3897,93,2021-01-29,0.0
3898,94,2021-01-29,0.0
3899,95,2021-01-29,0.0
3900,96,2021-01-29,0.0
3901,97,2021-01-29,0.0
3902,98,2021-01-29,0.0
3903,99,2021-01-29,0.0
3904,100,2021-01-29,0.0
3905,101,2021-01-29,0.0
3906,102,2021-01-29,0.0
3907,103,2021-01-29,0.0
3908,104,2021-01-29,0.0
3909,105,2021-01-29,0.0
3910,106,2021-01-29,0.0
3911,107,2021-01-29,0.0
3912,108,2021-01-29,0.0
3913,109,2021-01-29,0.0
3914,110,2021-01-29,0.0
3915,111,2021-01-29,0.0
3916,112,2021-01-29,0.0
3917,116,2021-01-29,0.0
3918,120,2021-01-29,0.0
3919,121,2021-01-29,0.0
3920,124,2021-01-29,0.0
3921,221,2021-01-29,0.0
3922,12,2021-01-30,0.0
3923,13,2021-01-30,0.0
3924,14,2021-01-30,0.0
3925,15,2021-01-30,0.0
3926,16,2021-01-30,0.0
3927,17,2021-01-30,0.0
3928,18,2021-01-30,0.0
3929,19,2021-01-30,0.0
3930,20,2021-01-30,0.0
3931,21,2021-01-30,0.0
3932,22,2021-01-30,0.0
3933,23,2021-01-30,0.0
3934,24,2021-01-30,0.0
3935,25,2021-01-30,0.0
3936,26,2021-01-30,0.0
3937,27,2021-01-30,0.0
3938,28,2021-01-30,0.0
3939,29,2021-01-30,0.0
3940,30,2021-01-30,0.0
3941,31,2021-01-30,0.0
3942,32,2021-01-30,0.0
3943,33,2021-01-30,0.0
3944,34,2021-01-30,0.0
3945,35,2021-01-30,0.0
3946,36,2021-01-30,0.0
3947,37,2021-01-30,1.0
3948,38,2021-01-30,0.0
3949,39,2021-01-30,0.0
3950,40,2021-01-30,0.0
3951,41,2021-01-30,0.0
3952,42,2021-01-30,0.0
3953,43,2021-01-30,0.0
3954,44,2021-01-30,0.0
3955,45,2021-01-30,0.0
3956,46,2021-01-30,0.0
3957,47,2021-01-30,0.0
3958,48,2021-01-30,0.0
3959,49,2021-01-30,0.0
3960,50,2021-01-30,0.0
3961,51,2021-01-30,0.0
3962,52,2021-01-30,0.0
3963,53,2021-01-30,0.0
3964,54,2021-01-30,0.0
3965,55,2021-01-30,0.0
3966,56,2021-01-30,0.0
3967,57,2021-01-30,0.0
3968,58,2021-01-30,0.0
3969,59,2021-01-30,0.0
3970,60,2021-01-30,0.0
3971,61,2021-01-30,0.0
3972,62,2021-01-30,0.0
3973,63,2021-01-30,0.0
3974,64,2021-01-30,0.0
3975,65,2021-01-30,0.0
3976,66,2021-01-30,0.0
3977,67,2021-01-30,0.0
3978,68,2021-01-30,0.0
3979,69,2021-01-30,0.0
3980,70,2021-01-30,0.0
3981,71,2021-01-30,0.0
3982,72,2021-01-30,0.0
3983,73,2021-01-30,0.0
3984,74,2021-01-30,0.0
3985,75,2021-01-30,0.0
3986,76,2021-01-30,0.0
3987,77,2021-01-30,0.0
3988,78,2021-01-30,0.0
3989,79,2021-01-30,0.0
3990,80,2021-01-30,0.0
3991,81,2021-01-30,0.0
3992,82,2021-01-30,0.0
3993,83,2021-01-30,0.0
3994,84,2021-01-30,0.0
3995,85,2021-01-30,0.0
3996,86,2021-01-30,0.0
3997,87,2021-01-30,0.0
3998,88,2021-01-30,0.0
3999,89,2021-01-30,0.0
4000,90,2021-01-30,0.0
4001,91,2021-01-30,0.0
4002,92,2021-01-30,0.0
4003,93,2021-01-30,0.0
4004,94,2021-01-30,0.0
4005,95,2021-01-30,0.0
4006,96,2021-01-30,0.0
4007,97,2021-01-30,0.0
4008,98,2021-01-30,0.0
4009,99,2021-01-30,0.0
4010,100,2021-01-30,0.0
4011,101,2021-01-30,0.0
4012,102,2021-01-30,0.0
4013,103,2021-01-30,0.0
4014,104,2021-01-30,0.0
4015,105,2021-01-30,0.0
4016,106,2021-01-30,0.0
4017,107,2021-01-30,0.0
4018,108,2021-01-30,0.0
4019,109,2021-01-30,0.0
4020,110,2021-01-30,0.0
4021,111,2021-01-30,0.0
4022,112,2021-01-30,0.0
4023,116,2021-01-30,0.0
4024,120,2021-01-30,0.0
4025,121,2021-01-30,0.0
4026,124,2021-01-30,0.0
4027,221,2021-01-30,0.0
4028,12,2021-01-31,0.0
4029,13,2021-01-31,0.0
4030,14,2021-01-31,0.0
4031,15,2021-01-31,0.0
4032,16,2021-01-31,0.0
4033,17,2021-01-31,0.0
4034,18,2021-01-31,0.0
4035,19,2021-01-31,0.0
4036,20,2021-01-31,0.0
4037,21,2021-01-31,0.0
4038,22,2021-01-31,0.0
4039,23,2021-01-31,0.0
4040,24,2021-01-31,0.0
4041,25,2021-01-31,0.0
4042,26,2021-01-31,0.0
4043,27,2021-01-31,0.0
4044,28,2021-01-31,0.0
4045,29,2021-01-31,0.0
4046,30,2021-01-31,0.0
4047,31,2021-01-31,0.0
4048,32,2021-01-31,0.0
4049,33,2021-01-31,0.0
4050,34,2021-01-31,0.0
4051,35,2021-01-31,0.0
4052,36,2021-01-31,0.0
4053,37,2021-01-31,0.0
4054,38,2021-01-31,0.0
4055,39,2021-01-31,0.0
4056,40,2021-01-31,0.0
4057,41,2021-01-31,0.0
4058,42,2021-01-31,0.0
4059,43,2021-01-31,0.0
4060,44,2021-01-31,0.0
4061,45,2021-01-31,0.0
4062,46,2021-01-31,0.0
4063,47,2021-01-31,0.0
4064,48,2021-01-31,0.0
4065,49,2021-01-31,0.0
4066,50,2021-01-31,0.0
4067,51,2021-01-31,0.0
4068,52,2021-01-31,0.0
4069,53,2021-01-31,0.0
4070,54,2021-01-31,0.0
4071,55,2021-01-31,0.0
4072,56,2021-01-31,0.0
4073,57,2021-01-31,0.0
4074,58,2021-01-31,0.0
4075,59,2021-01-31,0.0
4076,60,2021-01-31,0.0
4077,61,2021-01-31,0.0
4078,62,2021-01-31,0.0
4079,63,2021-01-31,0.0
4080,64,2021-01-31,0.0
4081,65,2021-01-31,0.0
4082,66,2021-01-31,0.0
4083,67,2021-01-31,0.0
4084,68,2021-01-31,0.0
4085,69,2021-01-31,0.0
4086,70,2021-01-31,0.0
4087,71,2021-01-31,0.0
4088,72,2021-01-31,0.0
4089,73,2021-01-31,0.0
4090,74,2021-01-31,0.0
4091,75,2021-01-31,0.0
4092,76,2021-01-31,0.0
4093,77,2021-01-31,0.0
4094,78,2021-01-31,0.0
4095,79,2021-01-31,0.0
4096,80,2021-01-31,0.0
4097,81,2021-01-31,0.0
4098,82,2021-01-31,0.0
4099,83,2021-01-31,0.0
4100,84,2021-01-31,0.0
4101,85,2021-01-31,0.0
4102,86,2021-01-31,0.0
4103,87,2021-01-31,0.0
4104,88,2021-01-31,0.0
4105,89,2021-01-31,0.0
4106,90,2021-01-31,0.0
4107,91,2021-01-31,0.0
4108,92,2021-01-31,0.0
4109,93,2021-01-31,0.0
4110,94,2021-01-31,0.0
4111,95,2021-01-31,0.0
4112,96,2021-01-31,0.0
4113,97,2021-01-31,0.0
4114,98,2021-01-31,0.0
4115,99,2021-01-31,0.0
4116,100,2021-01-31,0.0
4117,101,2021-01-31,0.0
4118,102,2021-01-31,0.0
4119,103,2021-01-31,0.0
4120,104,2021-01-31,0.0
4121,105,2021-01-31,0.0
4122,106,2021-01-31,0.0
4123,107,2021-01-31,0.0
4124,108,2021-01-31,0.0
4125,109,2021-01-31,0.0
4126,110,2021-01-31,0.0
4127,111,2021-01-31,0.0
4128,112,2021-01-31,0.0
4129,116,2021-01-31,0.0
4130,120,2021-01-31,0.0
4131,121,2021-01-31,0.0
4132,124,2021-01-31,0.0
4133,221,2021-01-31,0.0
4134,12,2021-02-01,0.0
4135,13,2021-02-01,0.0
4136,14,2021-02-01,0.0
4137,15,2021-02-01,0.0
4138,16,2021-02-01,0.0
4139,17,2021-02-01,0.0
4140,18,2021-02-01,0.0
4141,19,2021-02-01,0.0
4142,20,2021-02-01,0.0
4143,21,2021-02-01,0.0
4144,22,2021-02-01,0.0
4145,23,2021-02-01,0.0
4146,24,2021-02-01,0.0
4147,25,2021-02-01,0.0
4148,26,2021-02-01,0.0
4149,27,2021-02-01,0.0
4150,28,2021-02-01,0.0
4151,29,2021-02-01,0.0
4152,30,2021-02-01,0.0
4153,31,2021-02-01,0.0
4154,32,2021-02-01,0.0
4155,33,2021-02-01,0.0
4156,34,2021-02-01,0.0
4157,35,2021-02-01,0.0
4158,36,2021-02-01,0.0
4159,37,2021-02-01,0.0
4160,38,2021-02-01,0.0
4161,39,2021-02-01,0.0
4162,40,2021-02-01,0.0
4163,41,2021-02-01,0.0
4164,42,2021-02-01,0.0
4165,43,2021-02-01,0.0
4166,44,2021-02-01,0.0
4167,45,2021-02-01,0.0
4168,46,2021-02-01,0.0
4169,47,2021-02-01,0.0
4170,48,2021-02-01,0.0
4171,49,2021-02-01,0.0
4172,50,2021-02-01,0.0
4173,51,2021-02-01,0.0
4174,52,2021-02-01,0.0
4175,53,2021-02-01,0.0
4176,54,2021-02-01,0.0
4177,55,2021-02-01,0.0
4178,56,2021-02-01,0.0
4179,57,2021-02-01,0.0
4180,58,2021-02-01,0.0
4181,59,2021-02-01,0.0
4182,60,2021-02-01,0.0
4183,61,2021-02-01,0.0
4184,62,2021-02-01,0.0
4185,63,2021-02-01,0.0
4186,64,2021-02-01,0.0
4187,65,2021-02-01,0.0
4188,66,2021-02-01,0.0
4189,67,2021-02-01,0.0
4190,68,2021-02-01,0.0
4191,69,2021-02-01,0.0
4192,70,2021-02-01,0.0
4193,71,2021-02-01,0.0
4194,72,2021-02-01,0.0
4195,73,2021-02-01,0.0
4196,74,2021-02-01,0.0
4197,75,2021-02-01,0.0
4198,76,2021-02-01,0.0
4199,77,2021-02-01,0.0
4200,78,2021-02-01,0.0
4201,79,2021-02-01,0.0
4202,80,2021-02-01,0.0
4203,81,2021-02-01,0.0
4204,82,2021-02-01,0.0
4205,83,2021-02-01,0.0
4206,84,2021-02-01,0.0
4207,85,2021-02-01,0.0
4208,86,2021-02-01,0.0
4209,87,2021-02-01,0.0
4210,88,2021-02-01,0.0
4211,89,2021-02-01,0.0
4212,90,2021-02-01,0.0
4213,91,2021-02-01,0.0
4214,92,2021-02-01,0.0
4215,93,2021-02-01,0.0
4216,94,2021-02-01,0.0
4217,95,2021-02-01,0.0
4218,96,2021-02-01,0.0
4219,97,2021-02-01,0.0
4220,98,2021-02-01,0.0
4221,99,2021-02-01,0.0
4222,100,2021-02-01,0.0
4223,101,2021-02-01,0.0
4224,102,2021-02-01,0.0
4225,103,2021-02-01,0.0
4226,104,2021-02-01,0.0
4227,105,2021-02-01,0.0
4228,106,2021-02-01,0.0
4229,107,2021-02-01,0.0
4230,108,2021-02-01,0.0
4231,109,2021-02-01,0.0
4232,110,2021-02-01,0.0
4233,111,2021-02-01,0.0
4234,112,2021-02-01,0.0
4235,116,2021-02-01,0.0
4236,120,2021-02-01,0.0
